PlanKind	Version	Mode	PlanStatus	RowType	SessionID	SessionNumber	SessionTitle	CompetitionTitle	StageKind	GroupNumber	ExerciseNumber	StageID	Target	StageField:PerfomanceFramesLimit	Source	Details
ovs-session-refs-plan	2	apply	approved	ref	2	102	TUM	National 6 TUM Female	Qualification	2	1		"{""GroupFrame"": 0, ""GroupID"": 98}"		"{""competitionTitle"": ""National 6 TUM Female"", ""groupNumber"": 2, ""raw"": ""Nat 6 TUM Female Flight 2"", ""sessionID"": 2, ""sessionNumber"": 102, ""sessionTitle"": ""TUM"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	2	102	TUM	National 6 TUM Female	Final1	1	1		"{""CompetitionID"": 51, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""National 6 TUM Female"", ""groupNumber"": 1, ""raw"": ""Nat 6 TUM Female FINAL"", ""sessionID"": 2, ""sessionNumber"": 102, ""sessionTitle"": ""TUM"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	2	102	TUM	National 6 TUM Male	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 52}"		"{""competitionTitle"": ""National 6 TUM Male"", ""groupNumber"": 1, ""raw"": ""Nat 6 TUM Male Flight 1"", ""sessionID"": 2, ""sessionNumber"": 102, ""sessionTitle"": ""TUM"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	2	102	TUM	National 6 TUM Male	Final1	1	1		"{""CompetitionID"": 52, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""National 6 TUM Male"", ""groupNumber"": 1, ""raw"": ""Nat 6 TUM Male FINAL"", ""sessionID"": 2, ""sessionNumber"": 102, ""sessionTitle"": ""TUM"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	3	103	TRA 1	National 6 TRP Male	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 9}"		"{""competitionTitle"": ""National 6 TRP Male"", ""groupNumber"": 1, ""raw"": ""Nat 6 TRP Male Flight 1"", ""sessionID"": 3, ""sessionNumber"": 103, ""sessionTitle"": ""TRA 1"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	3	103	TRA 1	National 6 TRP Male	Final1	1	1		"{""CompetitionID"": 9, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""National 6 TRP Male"", ""groupNumber"": 1, ""raw"": ""Nat 6 TRP Male FINAL"", ""sessionID"": 3, ""sessionNumber"": 103, ""sessionTitle"": ""TRA 1"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	4	103	TRA 2	National 6 TRP Female	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 7}"		"{""competitionTitle"": ""National 6 TRP Female"", ""groupNumber"": 1, ""raw"": ""Nat 6 TRP Female Flight 1"", ""sessionID"": 4, ""sessionNumber"": 103, ""sessionTitle"": ""TRA 2"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	4	103	TRA 2	National 6 TRP Female	Qualification	2	1		"{""GroupFrame"": 0, ""GroupID"": 97}"		"{""competitionTitle"": ""National 6 TRP Female"", ""groupNumber"": 2, ""raw"": ""Nat 6 TRP Female Flight 2"", ""sessionID"": 4, ""sessionNumber"": 103, ""sessionTitle"": ""TRA 2"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	4	103	TRA 2	National 6 TRP Female	Final1	1	1		"{""CompetitionID"": 7, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""National 6 TRP Female"", ""groupNumber"": 1, ""raw"": ""Nat 6 TRP Female FINAL"", ""sessionID"": 4, ""sessionNumber"": 103, ""sessionTitle"": ""TRA 2"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	5	103	DMT	National 5 DMT Female	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 22}"		"{""competitionTitle"": ""National 5 DMT Female"", ""groupNumber"": 1, ""raw"": ""Nat 5 DMT Female Flight 1"", ""sessionID"": 5, ""sessionNumber"": 103, ""sessionTitle"": ""DMT"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	5	103	DMT	National 5 DMT Female	Qualification	2	1		"{""GroupFrame"": 0, ""GroupID"": 89}"		"{""competitionTitle"": ""National 5 DMT Female"", ""groupNumber"": 2, ""raw"": ""Nat 5 DMT Female Flight 2"", ""sessionID"": 5, ""sessionNumber"": 103, ""sessionTitle"": ""DMT"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	5	103	DMT	National 5 DMT Female	Final1	1	1		"{""CompetitionID"": 22, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""National 5 DMT Female"", ""groupNumber"": 1, ""raw"": ""Nat 5 DMT Female FINAL"", ""sessionID"": 5, ""sessionNumber"": 103, ""sessionTitle"": ""DMT"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	5	103	DMT	National 5 DMT Male	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 23}"		"{""competitionTitle"": ""National 5 DMT Male"", ""groupNumber"": 1, ""raw"": ""Nat 5 DMT Male Flight 1"", ""sessionID"": 5, ""sessionNumber"": 103, ""sessionTitle"": ""DMT"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	5	103	DMT	National 5 DMT Male	Final1	1	1		"{""CompetitionID"": 23, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""National 5 DMT Male"", ""groupNumber"": 1, ""raw"": ""Nat 5 DMT Male FINAL"", ""sessionID"": 5, ""sessionNumber"": 103, ""sessionTitle"": ""DMT"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	6	103	TUM	National 7 TUM Female	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 53}"		"{""competitionTitle"": ""National 7 TUM Female"", ""groupNumber"": 1, ""raw"": ""Nat 7 TUM Female Flight 1"", ""sessionID"": 6, ""sessionNumber"": 103, ""sessionTitle"": ""TUM"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	6	103	TUM	National 7 TUM Female	Qualification	2	1		"{""GroupFrame"": 0, ""GroupID"": 99}"		"{""competitionTitle"": ""National 7 TUM Female"", ""groupNumber"": 2, ""raw"": ""Nat 7 TUM Female Flight 2"", ""sessionID"": 6, ""sessionNumber"": 103, ""sessionTitle"": ""TUM"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	6	103	TUM	National 7 TUM Female	Final1	1	1		"{""CompetitionID"": 53, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""National 7 TUM Female"", ""groupNumber"": 1, ""raw"": ""Nat 7 TUM Female FINAL"", ""sessionID"": 6, ""sessionNumber"": 103, ""sessionTitle"": ""TUM"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	7	201	TRA 1	National 5 TRP Male	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 5}"		"{""competitionTitle"": ""National 5 TRP Male"", ""groupNumber"": 1, ""raw"": ""Nat 5 TRP Male Flight 1"", ""sessionID"": 7, ""sessionNumber"": 201, ""sessionTitle"": ""TRA 1"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	7	201	TRA 1	National 5 TRP Male	Final1	1	1		"{""CompetitionID"": 5, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""National 5 TRP Male"", ""groupNumber"": 1, ""raw"": ""Nat 5 TRP Male FINAL"", ""sessionID"": 7, ""sessionNumber"": 201, ""sessionTitle"": ""TRA 1"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	8	201	TRA 2	National 5 TRP Female	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 8}"		"{""competitionTitle"": ""National 5 TRP Female"", ""groupNumber"": 1, ""raw"": ""Nat 5 TRP Female Flight 1"", ""sessionID"": 8, ""sessionNumber"": 201, ""sessionTitle"": ""TRA 2"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	8	201	TRA 2	National 5 TRP Female	Qualification	2	1		"{""GroupFrame"": 0, ""GroupID"": 90}"		"{""competitionTitle"": ""National 5 TRP Female"", ""groupNumber"": 2, ""raw"": ""Nat 5 TRP Female Flight 2"", ""sessionID"": 8, ""sessionNumber"": 201, ""sessionTitle"": ""TRA 2"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	8	201	TRA 2	National 5 TRP Female	Final1	1	1		"{""CompetitionID"": 8, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""National 5 TRP Female"", ""groupNumber"": 1, ""raw"": ""Nat 5 TRP Female FINAL"", ""sessionID"": 8, ""sessionNumber"": 201, ""sessionTitle"": ""TRA 2"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	9	201	DMT	National 7 DMT Male	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 28}"		"{""competitionTitle"": ""National 7 DMT Male"", ""groupNumber"": 1, ""raw"": ""Nat 7 DMT Male Flight 1"", ""sessionID"": 9, ""sessionNumber"": 201, ""sessionTitle"": ""DMT"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	9	201	DMT	National 7 DMT Male	Final1	1	1		"{""CompetitionID"": 28, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""National 7 DMT Male"", ""groupNumber"": 1, ""raw"": ""Nat 7 DMT Male FINAL"", ""sessionID"": 9, ""sessionNumber"": 201, ""sessionTitle"": ""DMT"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	9	201	DMT	National 7 DMT Female	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 26}"		"{""competitionTitle"": ""National 7 DMT Female"", ""groupNumber"": 1, ""raw"": ""Nat 7 DMT Female Flight 1"", ""sessionID"": 9, ""sessionNumber"": 201, ""sessionTitle"": ""DMT"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	9	201	DMT	National 7 DMT Female	Final1	1	1		"{""CompetitionID"": 26, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""National 7 DMT Female"", ""groupNumber"": 1, ""raw"": ""Nat 7 DMT Female FINAL"", ""sessionID"": 9, ""sessionNumber"": 201, ""sessionTitle"": ""DMT"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	10	201	TUM	National 7 TUM Male	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 54}"		"{""competitionTitle"": ""National 7 TUM Male"", ""groupNumber"": 1, ""raw"": ""Nat 7 TUM Male Flight 1"", ""sessionID"": 10, ""sessionNumber"": 201, ""sessionTitle"": ""TUM"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	10	201	TUM	National 7 TUM Male	Final1	1	1		"{""CompetitionID"": 54, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""National 7 TUM Male"", ""groupNumber"": 1, ""raw"": ""Nat 7 TUM Male FINAL"", ""sessionID"": 10, ""sessionNumber"": 201, ""sessionTitle"": ""TUM"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	10	201	TUM	National 5 TUM Male	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 50}"		"{""competitionTitle"": ""National 5 TUM Male"", ""groupNumber"": 1, ""raw"": ""Nat 5 TUM Male Flight 1"", ""sessionID"": 10, ""sessionNumber"": 201, ""sessionTitle"": ""TUM"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	10	201	TUM	National 5 TUM Male	Final1	1	1		"{""CompetitionID"": 50, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""National 5 TUM Male"", ""groupNumber"": 1, ""raw"": ""Nat 5 TUM Male FINAL"", ""sessionID"": 10, ""sessionNumber"": 201, ""sessionTitle"": ""TUM"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	11	202	TRA 1	National 7 TRP Male	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 11}"		"{""competitionTitle"": ""National 7 TRP Male"", ""groupNumber"": 1, ""raw"": ""Nat 7 TRP Male Flight 1"", ""sessionID"": 11, ""sessionNumber"": 202, ""sessionTitle"": ""TRA 1"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	11	202	TRA 1	National 7 TRP Male	Final1	1	1		"{""CompetitionID"": 11, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""National 7 TRP Male"", ""groupNumber"": 1, ""raw"": ""Nat 7 TRP Male FINAL"", ""sessionID"": 11, ""sessionNumber"": 202, ""sessionTitle"": ""TRA 1"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	12	202	TRA 2	National 7 TRP Female	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 10}"		"{""competitionTitle"": ""National 7 TRP Female"", ""groupNumber"": 1, ""raw"": ""Nat 7 TRP Female Flight 1"", ""sessionID"": 12, ""sessionNumber"": 202, ""sessionTitle"": ""TRA 2"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	12	202	TRA 2	National 7 TRP Female	Final1	1	1		"{""CompetitionID"": 10, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""National 7 TRP Female"", ""groupNumber"": 1, ""raw"": ""Nat 7 TRP Female FINAL"", ""sessionID"": 12, ""sessionNumber"": 202, ""sessionTitle"": ""TRA 2"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	13	202	DMT	National 6 DMT Male	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 25}"		"{""competitionTitle"": ""National 6 DMT Male"", ""groupNumber"": 1, ""raw"": ""Nat 6 DMT Male Flight 1"", ""sessionID"": 13, ""sessionNumber"": 202, ""sessionTitle"": ""DMT"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	13	202	DMT	National 6 DMT Male	Qualification	2	1		"{""GroupFrame"": 0, ""GroupID"": 96}"		"{""competitionTitle"": ""National 6 DMT Male"", ""groupNumber"": 2, ""raw"": ""Nat 6 DMT Male Flight 2"", ""sessionID"": 13, ""sessionNumber"": 202, ""sessionTitle"": ""DMT"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	13	202	DMT	National 6 DMT Male	Final1	1	1		"{""CompetitionID"": 25, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""National 6 DMT Male"", ""groupNumber"": 1, ""raw"": ""Nat 6 DMT Male FINAL"", ""sessionID"": 13, ""sessionNumber"": 202, ""sessionTitle"": ""DMT"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	13	202	DMT	National 6 DMT Female	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 24}"		"{""competitionTitle"": ""National 6 DMT Female"", ""groupNumber"": 1, ""raw"": ""Nat 6 DMT Female Flight 1"", ""sessionID"": 13, ""sessionNumber"": 202, ""sessionTitle"": ""DMT"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	13	202	DMT	National 6 DMT Female	Qualification	2	1		"{""GroupFrame"": 0, ""GroupID"": 95}"		"{""competitionTitle"": ""National 6 DMT Female"", ""groupNumber"": 2, ""raw"": ""Nat 6 DMT Female Flight 2"", ""sessionID"": 13, ""sessionNumber"": 202, ""sessionTitle"": ""DMT"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	13	202	DMT	National 6 DMT Female	Final1	1	1		"{""CompetitionID"": 24, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""National 6 DMT Female"", ""groupNumber"": 1, ""raw"": ""Nat 6 DMT Female FINAL"", ""sessionID"": 13, ""sessionNumber"": 202, ""sessionTitle"": ""DMT"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	14	202	TUM	National 5 TUM Female	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 49}"		"{""competitionTitle"": ""National 5 TUM Female"", ""groupNumber"": 1, ""raw"": ""Nat 5 TUM Female Flight 1"", ""sessionID"": 14, ""sessionNumber"": 202, ""sessionTitle"": ""TUM"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	14	202	TUM	National 5 TUM Female	Qualification	2	1		"{""GroupFrame"": 0, ""GroupID"": 91}"		"{""competitionTitle"": ""National 5 TUM Female"", ""groupNumber"": 2, ""raw"": ""Nat 5 TUM Female Flight 2"", ""sessionID"": 14, ""sessionNumber"": 202, ""sessionTitle"": ""TUM"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	14	202	TUM	National 5 TUM Female	Qualification	3	1		"{""GroupFrame"": 0, ""GroupID"": 92}"		"{""competitionTitle"": ""National 5 TUM Female"", ""groupNumber"": 3, ""raw"": ""Nat 5 TUM Female Flight 3"", ""sessionID"": 14, ""sessionNumber"": 202, ""sessionTitle"": ""TUM"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	14	202	TUM	National 5 TUM Female	Qualification	4	1		"{""GroupFrame"": 0, ""GroupID"": 93}"		"{""competitionTitle"": ""National 5 TUM Female"", ""groupNumber"": 4, ""raw"": ""Nat 5 TUM Female Flight 4"", ""sessionID"": 14, ""sessionNumber"": 202, ""sessionTitle"": ""TUM"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	14	202	TUM	National 5 TUM Female	Qualification	5	1		"{""GroupFrame"": 0, ""GroupID"": 94}"		"{""competitionTitle"": ""National 5 TUM Female"", ""groupNumber"": 5, ""raw"": ""Nat 5 TUM Female Flight 5"", ""sessionID"": 14, ""sessionNumber"": 202, ""sessionTitle"": ""TUM"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	14	202	TUM	National 5 TUM Female	Final1	1	1		"{""CompetitionID"": 49, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""National 5 TUM Female"", ""groupNumber"": 1, ""raw"": ""Nat 5 TUM Female FINAL"", ""sessionID"": 14, ""sessionNumber"": 202, ""sessionTitle"": ""TUM"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	15	301	TRA 1	Youth SYN Male	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 80}"		"{""competitionTitle"": ""Youth SYN Male"", ""groupNumber"": 1, ""raw"": ""SYN Youth Male Flight 1"", ""sessionID"": 15, ""sessionNumber"": 301, ""sessionTitle"": ""TRA 1"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	15	301	TRA 1	Youth SYN Male	Final1	1	1		"{""CompetitionID"": 80, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""Youth SYN Male"", ""groupNumber"": 1, ""raw"": ""SYN Youth Male FINAL"", ""sessionID"": 15, ""sessionNumber"": 301, ""sessionTitle"": ""TRA 1"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	16	301	TRA 2	Youth SYN Female	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 79}"		"{""competitionTitle"": ""Youth SYN Female"", ""groupNumber"": 1, ""raw"": ""SYN Youth Female Flight 1"", ""sessionID"": 16, ""sessionNumber"": 301, ""sessionTitle"": ""TRA 2"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	16	301	TRA 2	Youth SYN Female	Final1	1	1		"{""CompetitionID"": 79, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""Youth SYN Female"", ""groupNumber"": 1, ""raw"": ""SYN Youth Female FINAL"", ""sessionID"": 16, ""sessionNumber"": 301, ""sessionTitle"": ""TRA 2"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	16	301	TRA 2	Senior SYN Mixed	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 78}"		"{""competitionTitle"": ""Senior SYN Mixed"", ""groupNumber"": 1, ""raw"": ""SYN Senior Mixed Flight 1"", ""sessionID"": 16, ""sessionNumber"": 301, ""sessionTitle"": ""TRA 2"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	16	301	TRA 2	Senior SYN Mixed	Qualification	2	1		"{""GroupFrame"": 0, ""GroupID"": 106}"		"{""competitionTitle"": ""Senior SYN Mixed"", ""groupNumber"": 2, ""raw"": ""SYN Senior Mixed Flight 2"", ""sessionID"": 16, ""sessionNumber"": 301, ""sessionTitle"": ""TRA 2"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	16	301	TRA 2	Senior SYN Mixed	Final1	1	1		"{""CompetitionID"": 78, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""Senior SYN Mixed"", ""groupNumber"": 1, ""raw"": ""SYN Senior Mixed FINAL"", ""sessionID"": 16, ""sessionNumber"": 301, ""sessionTitle"": ""TRA 2"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	17	301	DMT	Junior U17 DMT Female	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 19}"		"{""competitionTitle"": ""Junior U17 DMT Female"", ""groupNumber"": 1, ""raw"": ""Junior U17 DMT Female Flight 1"", ""sessionID"": 17, ""sessionNumber"": 301, ""sessionTitle"": ""DMT"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	17	301	DMT	Junior U17 DMT Male	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 18}"		"{""competitionTitle"": ""Junior U17 DMT Male"", ""groupNumber"": 1, ""raw"": ""Junior U17 DMT Male Flight 1"", ""sessionID"": 17, ""sessionNumber"": 301, ""sessionTitle"": ""DMT"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	17	301	DMT	Junior U17 DMT Male	Qualification	2	1		"{""GroupFrame"": 0, ""GroupID"": 81}"		"{""competitionTitle"": ""Junior U17 DMT Male"", ""groupNumber"": 2, ""raw"": ""Junior U17 DMT Male Flight 2"", ""sessionID"": 17, ""sessionNumber"": 301, ""sessionTitle"": ""DMT"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	18	301	TUM	Youth U15 TUM Female	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 59}"		"{""competitionTitle"": ""Youth U15 TUM Female"", ""groupNumber"": 1, ""raw"": ""Youth U15 TUM Female Flight 1"", ""sessionID"": 18, ""sessionNumber"": 301, ""sessionTitle"": ""TUM"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	18	301	TUM	Youth U15 TUM Female	Final1	1	1		"{""CompetitionID"": 59, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""Youth U15 TUM Female"", ""groupNumber"": 1, ""raw"": ""Youth U15 TUM Female FINAL"", ""sessionID"": 18, ""sessionNumber"": 301, ""sessionTitle"": ""TUM"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	18	301	TUM	Youth U15 TUM Male	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 60}"		"{""competitionTitle"": ""Youth U15 TUM Male"", ""groupNumber"": 1, ""raw"": ""Youth U15 TUM Male Flight 1"", ""sessionID"": 18, ""sessionNumber"": 301, ""sessionTitle"": ""TUM"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	18	301	TUM	Youth U15 TUM Male	Final1	1	1		"{""CompetitionID"": 60, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""Youth U15 TUM Male"", ""groupNumber"": 1, ""raw"": ""Youth U15 TUM Male FINAL"", ""sessionID"": 18, ""sessionNumber"": 301, ""sessionTitle"": ""TUM"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	19	302	TRA 1	Junior SYN Male	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 71}"		"{""competitionTitle"": ""Junior SYN Male"", ""groupNumber"": 1, ""raw"": ""SYN Junior Male Flight 1"", ""sessionID"": 19, ""sessionNumber"": 302, ""sessionTitle"": ""TRA 1"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	19	302	TRA 1	Junior SYN Male	Qualification	2	1		"{""GroupFrame"": 0, ""GroupID"": 103}"		"{""competitionTitle"": ""Junior SYN Male"", ""groupNumber"": 2, ""raw"": ""SYN Junior Male Flight 2"", ""sessionID"": 19, ""sessionNumber"": 302, ""sessionTitle"": ""TRA 1"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	19	302	TRA 1	Junior SYN Male	Final1	1	1		"{""CompetitionID"": 71, ""GroupFrame"": 0, ""GroupIndex"": 0, ""StageKind"": ""Final1""}"		"{""competitionTitle"": ""Junior SYN Male"", ""groupNumber"": 1, ""raw"": ""SYN Junior Male FINAL"", ""sessionID"": 19, ""sessionNumber"": 302, ""sessionTitle"": ""TRA 1"", ""stageKind"": ""Final1""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	19	302	TRA 1	Junior 17+ TRP Male	Qualification	1	1		"{""GroupFrame"": 0, ""GroupID"": 2}"		"{""competitionTitle"": ""Junior 17+ TRP Male"", ""groupNumber"": 1, ""raw"": ""Junior 17+ TRP Male Flight 1"", ""sessionID"": 19, ""sessionNumber"": 302, ""sessionTitle"": ""TRA 1"", ""stageKind"": ""Qualification""}"	{}
ovs-session-refs-plan	2	apply	approved	ref	19	302	TRA 1	Junior 17+ TRP Male	Qualification	2	1		"{""GroupFrame"": 0, ""GroupID"": 87}"		"{""competitionTitle"": ""Junior 17+ TRP Male"", ""groupNumber"": 2, ""raw"": ""Junior 17+ TRP Male Flight 2"", ""sessionID"": 19, ""sessionNumber"": 302, ""sessionTitle"": ""TRA 1"", ""stageKind"": ""Qualification""}"	{}
